priority_rank,name,slug,threadcount,palette,symmetric,thread_total,demand_score,category,sources_verifying,verified_by,colour_agreement,listed_house_of_tartan,listed_weddslist,primary_source,designer,tartan_date,stwr_ref,restriction_status,restrictions,origin_url
154,"Gayre Hunting Clan Tartan Tartan Number: 165. Earliest known date: 1963 Five versions of Gayre tartan are recorded. Hunting, Dress, Bodyguard, Arisaidh and the version recorded by Lord Lyon, the Clan sett. This can be found in the Public Register of All Arms and Bearings in Scotland. (1992) See products available Copyright © Blair Urquhart, Comrie, 2015",gayre-hunting-clan-tartan-tartan-number-165-earliest-known-date-1963-five-versions-of-gayre-tartan-are-recorded-hunting-dress-bodyguard-arisaidh-and-the-version-recorded-by-lord-lyon-the-clan-sett-this-can-be-found-in-the-public-register-of-all-arms-and-bearings-in-scotland-1992-see-products-available-copyright-blair-urquhart-comrie-2015,B/32 G8 K8 N44 B10 N44 K6 R10 G8 N8 G8 R8 K/8,K#101010 BLACK; B#2C2C80 BLUE; G#006818 GREEN; N#888888 GREY; R#C80000 RED;,yes,364,60,Scottish Tartans Society,2,House of Tartan; Weddslist,2/2,yes,yes,House of Tartan,,,,none,,http://www.house-of-tartan.scotland.net/house/TartanViewjs.asp?colr=Def&tnam=165
155,Genet of An Gwylvos (Montana),genet-of-an-gwylvos-montana,WW/12 K40 DB4 K4 DB58 K4 DB4 K6 DR4 K4 DR8 K4 DR4 K6 G4 K4 G58 K4 G4 K40 WW/12,WW#F8F8F8 WILSON WHITE; K#101010 BLACK; G#006818 GREEN; DR#880000 DARK RED; DB#202060 DARK BLUE;,yes,552,60,Name,2,Scottish Register of Tartans; Scottish Tartans Authority,2/2,no,no,Scottish Register of Tartans,"Genet, E R H",06/11/2010,,weaver_note,Yes. Written permission from E R H Genet (or his lawful assigns) is required for use.,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=10318
156,Gillies (House of Edgar) (Clan),gillies-house-of-edgar-clan,Y/6 K4 LG36 R12 LG12 BL24 K24 BL/64,Y#E8C000; LG#289C18; K#101010; R#C80000; BL#1474B4;,yes,294,60,Scottish Tartans Society,2,Scottish Tartans Authority; House of Tartan,1/2,yes,yes,Scottish Tartans Authority,,,,none,,http://www.tartansauthority.com/tartan-ferret/display/309/
157,"Gillies Blue Dress Clan Tartan Tartan Number: 934. Earliest known date: pre 2003 A name associated with Badenoch and the Hebrides. It means 'servant of Jesus'. See products available Copyright © Blair Urquhart, Comrie, 2015",gillies-blue-dress-clan-tartan-tartan-number-934-earliest-known-date-pre-2003-a-name-associated-with-badenoch-and-the-hebrides-it-means-servant-of-jesus-see-products-available-copyright-blair-urquhart-comrie-2015,G/4 W8 G4 W56 K26 A20 Y10 A32 K4 R/14,A#5C8CA8 AZURE; K#101010 BLACK; G#006818 GREEN; R#C80000 RED; W#E0E0E0 WHITE; Y#E8C000 YELLOW;,yes,338,60,Scottish Tartans Society,2,House of Tartan; Weddslist,2/2,yes,yes,House of Tartan,,,,none,,http://www.house-of-tartan.scotland.net/house/TartanViewjs.asp?colr=Def&tnam=934
158,"Gillies Dress Red Clan Tartan Tartan Number: 639. Earliest known date: pre 2003 MacKinlay Scale See products available Copyright © Blair Urquhart, Comrie, 2015",gillies-dress-red-clan-tartan-tartan-number-639-earliest-known-date-pre-2003-mackinlay-scale-see-products-available-copyright-blair-urquhart-comrie-2015,A/4 W8 A4 W48 K24 R16 G10 R30 K4 Y/12,A#5C8CA8 AZURE; K#101010 BLACK; G#006818 GREEN; R#C80000 RED; W#E0E0E0 WHITE; Y#E8C000 YELLOW;,yes,304,60,Scottish Tartans Society,2,House of Tartan; Weddslist,2/2,yes,yes,House of Tartan,,,,none,,http://www.house-of-tartan.scotland.net/house/TartanViewjs.asp?colr=Def&tnam=639
159,"Glen Moy Tartan Tartan Number: 1293. Earliest known date: pre 1986 A colour variation of the Royal Stewart woven by Edgars, Pitlochry around 1986, named after the place in Angus described as follows: Its mainly Sheep farming in Glen Moy. Off the beaten track, its a very quiet area of the Angus glens close to Cortachy castle and great for walking if you like it to yourself! See products available Copyright © Blair Urquhart, Comrie, 2015",glen-moy-tartan-tartan-number-1293-earliest-known-date-pre-1986-a-colour-variation-of-the-royal-stewart-woven-by-edgars-pitlochry-around-1986-named-after-the-place-in-angus-described-as-follows-its-mainly-sheep-farming-in-glen-moy-off-the-beaten-track-its-a-very-quiet-area-of-the-angus-glens-close-to-cortachy-castle-and-great-for-walking-if-you-like-it-to-yourself-see-products-available-copyright-blair-urquhart-comrie-2015,LN/98 DN12 K16 W5 K5 W5 K5 DN28 LN16 K5 LN16 W/6,K#101010 BLACK; DN#5C5C5C DARK GREY; LN#C0C0C0 LIGHT GRAY; W#E0E0E0 WHITE;,yes,330,60,Scottish Tartans Society,2,House of Tartan; Weddslist,1/2,yes,yes,House of Tartan,,,,none,,http://www.house-of-tartan.scotland.net/house/TartanViewjs.asp?colr=Def&tnam=1293
160,Glennie (Personal),glennie-personal,ARR/96 K2 W2 K12 TY8 ARR4 TY8 K16 ARR4 K2 W/4,ARR#B00000 SCARLET; TY#DCC000 TONED YELLOW; K#000000 BLACK; W#C8C8C8 WHITE;,yes,216,60,Clan; Family,2,Scottish Register of Tartans; Scottish Tartans Authority,2/2,no,no,Scottish Register of Tartans,"Dalgliesh, D C",01/01/2002,,weaver_note,Yes. Prepared for weaving by D C Dalgliesh Ltd.,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=1431
161,Gorman Blue (Personal),gorman-blue-personal,W/4 B8 W4 B40 A44 Y4 A2 W/8,W#F7F1E8 WHITE; B#14465C OLD BLUE; A#3E647A AZURE; Y#BFAB40 YELLOW;,yes,216,60,Name,2,Scottish Register of Tartans; Scottish Tartans Authority,1/2,no,no,Scottish Register of Tartans,"Brinkmeyer, Chris",14/03/2011,,weaver_note,Yes. Permission from the designer is required before using this tartan commercially.,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=10390
162,Gracey (2013),gracey-2013,LP/6 P16 G40 K40 B34 K6 LB/6,K#000000 BLACK; LP#880078 MAGENTA; G#00643C GREEN; P#3C104C PURPLE; B#040498 BLUE; LB#688CC0 LIGHT BLUE;,yes,284,60,Name,2,Scottish Register of Tartans; Scottish Tartans Authority,1/2,no,no,Scottish Register of Tartans,"Urquhart, Blair",16/01/2013,,weaver_note,Yes. Developed for weaving by House of Tartan.,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=10874
163,Grady (Personal),grady-personal,R/6 G6 R36 B48 K16 R6 B6 R6 K/72,K#101010 BLACK; G#006818 GREEN; R#C80000 RED; RB#1C0070 ROYAL BLUE; B#2C2C80 BLUE;,yes,326,60,Name,2,Scottish Register of Tartans; Scottish Tartans Authority,2/2,no,no,Scottish Register of Tartans,"Dalgliesh, D.C",01/01/1988,1141.0,weaver_note,Yes. Prepared for weaving by D C Dalgliesh Ltd.,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=1478
164,"Grant Hunting Clan Tartan Tartan Number: 311. Earliest known date: 1819 This sample comes from the MacGregor-Hastie collection which forms the basis of the cloth archive of the Scottish Tartans Society. James Cant notes say: ""This clan had no hunting tartan of its own until about 1730. At that time many of the Cadets of the Clan were officers in the Black Watch and they adopted the tartan of the Watch as their Hunting Tartan"". See products available Copyright © Blair Urquhart, Comrie, 2015",grant-hunting-clan-tartan-tartan-number-311-earliest-known-date-1819-this-sample-comes-from-the-macgregor-hastie-collection-which-forms-the-basis-of-the-cloth-archive-of-the-scottish-tartans-society-james-cant-notes-say-this-clan-had-no-hunting-tartan-of-its-own-until-about-1730-at-that-time-many-of-the-cadets-of-the-clan-were-officers-in-the-black-watch-and-they-adopted-the-tartan-of-the-watch-as-their-hunting-tartan-see-products-available-copyright-blair-urquhart-comrie-2015,B/22 K4 B4 K4 B4 K22 G22 R4 G6 K2 Y/6,K#101010 BLACK; B#2C2C80 BLUE; G#006818 GREEN; R#C80000 RED; Y#E8C000 YELLOW;,yes,172,60,Scottish Tartans Society,2,House of Tartan; Weddslist,2/2,yes,yes,House of Tartan,,,,none,,http://www.house-of-tartan.scotland.net/house/TartanViewjs.asp?colr=Def&tnam=311
165,"Grant of Ballindalloch Clan Tartan Tartan Number: 2149. Earliest known date: 1993 Grant of Ballindalloch tartan was designed during the refurbishment of Ballindalloch Castle. It is based on the Grant tartan recorded by Logan in 1831. The first samples produced by Johnstons of Elgin were woven in 'Antique' colours. See products available Copyright © Blair Urquhart, Comrie, 2015",grant-of-ballindalloch-clan-tartan-tartan-number-2149-earliest-known-date-1993-grant-of-ballindalloch-tartan-was-designed-during-the-refurbishment-of-ballindalloch-castle-it-is-based-on-the-grant-tartan-recorded-by-logan-in-1831-the-first-samples-produced-by-johnstons-of-elgin-were-woven-in-antique-colours-see-products-available-copyright-blair-urquhart-comrie-2015,R/10 NB6 R6 NB10 R24 LB10 R6 NB20 R6 G6 R6 G32 R6 NB10 R/10,G#006818 GREEN; LB#2888C4 LIGHT BLUE; NB#003C64 NAVY BLUE; R#C80000 RED;,yes,316,60,Scottish Tartans Society,2,House of Tartan; Weddslist,1/2,yes,yes,House of Tartan,,,,none,,http://www.house-of-tartan.scotland.net/house/TartanViewjs.asp?colr=Def&tnam=2149
166,"Grant or New Bruce Clan Tartan Tartan Number: 1385. Earliest known date: 1819 As ordered by Patrick Grant of Redcastle, the chief of the Clan Grant. The large red and the large green squares have been reduced by a factor of 4 to allow display. The original sett was S15 P2 S4 P4 S156 LB2 S4 P42 S6 G4 S6 G178 S4 P4 S10 (HSHP half sett half pivot). This tartan was also adopted by the Drummonds. See products available Copyright © Blair Urquhart, Comrie, 2015",grant-or-new-bruce-clan-tartan-tartan-number-1385-earliest-known-date-1819-as-ordered-by-patrick-grant-of-redcastle-the-chief-of-the-clan-grant-the-large-red-and-the-large-green-squares-have-been-reduced-by-a-factor-of-4-to-allow-display-the-original-sett-was-s15-p2-s4-p4-s156-lb2-s4-p42-s6-g4-s6-g178-s4-p4-s10-hshp-half-sett-half-pivot-this-tartan-was-also-adopted-by-the-drummonds-see-products-available-copyright-blair-urquhart-comrie-2015,R/12 P2 R4 P4 R39 A2 R4 P11 R6 G4 R6 G45 R4 P4 B/10,A#5C8CA8 AZURE; B#2C2C80 BLUE; G#006818 GREEN; P#780078 PURPLE; R#C80000 RED;,yes,292,60,Scottish Tartans Society,2,House of Tartan; Weddslist,2/2,yes,yes,House of Tartan,,,,none,,http://www.house-of-tartan.scotland.net/house/TartanViewjs.asp?colr=Def&tnam=1385
167,Greig (Personal),greig-personal,DG/40 R20 DG40 W6 K4 R/120,K#101010 BLACK; DG#003820 DARK GREEN; R#C80000 RED; W#E0E0E0 WHITE;,yes,300,60,Name,2,Scottish Register of Tartans; Scottish Tartans Authority,2/2,no,no,Scottish Register of Tartans,"Greig, Ian",12/12/2000,2820.0,weaver_note,Yes. This tartan is only to be worn by Griegs and Greigs.Production and distribution of this tartan is restricted. Please contact the designer.US and International copyright recorded on 2 April 2002 no.VAu 552-996,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=1534
168,Haddrell (2013),haddrell-2013,R/4 B8 LN36 DN4 LN4 DN82 W/4,W#E0E0E0 WHITE; R#C80000 RED; B#1870A4 BLUE; LN#808080 LIGHT GREY; DN#505050 DARK GREY;,yes,276,60,Name,2,Scottish Register of Tartans; Scottish Tartans Authority,1/2,no,no,Scottish Register of Tartans,Haddrell / Urquhart,15/08/2013,,weaver_note,"Yes. Developed for weaving by House of Tartan Ltd, Scotland",https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=10938
169,"Hamilton Hunting Clan Tartan Tartan Number: 139. Earliest known date: pre 2003 Sample presented to the Scottish Tartans Society by Wiebe Stodel. See products available Copyright © Blair Urquhart, Comrie, 2015",hamilton-hunting-clan-tartan-tartan-number-139-earliest-known-date-pre-2003-sample-presented-to-the-scottish-tartans-society-by-wiebe-stodel-see-products-available-copyright-blair-urquhart-comrie-2015,B/40 G16 B40 G64 W/8,B#2C2C80 BLUE; G#006818 GREEN; W#E0E0E0 WHITE;,yes,288,60,Scottish Tartans Society,2,House of Tartan; Weddslist,2/2,yes,yes,House of Tartan,,,,none,,http://www.house-of-tartan.scotland.net/house/TartanViewjs.asp?colr=Def&tnam=139
170,Hanly,hanly,G/4 DG4 G6 DG4 G4 DG4 G4 DG6 G4 LN4 K18 DG52 K10 G14 K4 Y/4,G#006818 GREEN; DG#003820 DARK GREEN; LN#A0A0A0 LIGHT GRAY; K#101010 BLACK; Y#E8C000 YELLOW;,yes,284,60,Name,2,Scottish Register of Tartans; Scottish Tartans Authority,2/2,no,no,Scottish Register of Tartans,"Peter Hanly, Bushell Park, Saskatchewan, CA",14/01/2009,,weaver_note,Yes. For use by all of the name.The design was developed for weaving by House of Tartan.,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=10027
171,Hannah (Personal),hannah-personal,W/4 B70 K18 W6 K18 Y/4,W#FFFFFF WHITE; B#003DF5 BLUE; K#101010 BLACK; Y#FFE600 YELLOW;,yes,232,60,Name,2,Scottish Register of Tartans; Scottish Tartans Authority,1/2,no,no,Scottish Register of Tartans,"Hannah, John",01/01/2007,3257.0,weaver_note,Yes.,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=5976
172,Hawes (2014),hawes-2014,W/4 T6 G10 K100 G8 T6 W4 B6 K4 Y/4,Y#FFD700 YELLOW; K#101010 BLACK; B#5C8CA8 BLUE; W#FFFFFF WHITE; G#007800 GREEN; T#441800 BROWN;,yes,296,60,Name,2,Scottish Register of Tartans; Scottish Tartans Authority,1/2,no,no,Scottish Register of Tartans,"Wagner, Jackson",15/01/2011,,weaver_note,Yes. Prepared for weaving by Marton Mills.This tartan is only available through North of Hadrian's Kilts and Celtic clothing.,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=11169
173,"Hawkes, Norman (Personal)",hawkes-norman-personal,G/14 W8 K42 N32 B32 R/10,B#0000CD BALMORAL BLUE; K#101010 RAILWAY BLACK; W#FFFFFF MUTED WHITE; R#FF0000 SCARLET RED; G#008B00 BOTTLE GREEN; N#666666 MIDNIGHT GREY;,yes,252,60,Name,2,Scottish Register of Tartans; Scottish Tartans Authority,1/2,no,no,Scottish Register of Tartans,"Hawkes, Norman C",06/08/2011,,weaver_note,Yes. Anyone sharing the Hawkes surname may contact the designer for permission to wear this tartan.,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=10470
174,"Henderson MacKendrick Clan Tartan Tartan Number: 1762. Earliest known date: 1906 The name Henderson in Gaelic is MacEanruig, which is sometimes rendered as MacKendrick. Hendersons from the north are associated with the Gunns. Hendersons lived in Lochaber and Angus. The Henderson tartan resembles the Davidson, both of which were first recorded by W & A.K.Johnston in 1906. See products available Copyright © Blair Urquhart, Comrie, 2015",henderson-mackendrick-clan-tartan-tartan-number-1762-earliest-known-date-1906-the-name-henderson-in-gaelic-is-maceanruig-which-is-sometimes-rendered-as-mackendrick-hendersons-from-the-north-are-associated-with-the-gunns-hendersons-lived-in-lochaber-and-angus-the-henderson-tartan-resembles-the-davidson-both-of-which-were-first-recorded-by-w-a-k-johnston-in-1906-see-products-available-copyright-blair-urquhart-comrie-2015,W/2 B12 G8 B2 G32 K2 G8 K12 Y/2,K#101010 BLACK; B#2C2C80 BLUE; G#006818 GREEN; W#E0E0E0 WHITE; Y#E8C000 YELLOW;,yes,156,60,Scottish Tartans Society,2,House of Tartan; Weddslist,2/2,yes,yes,House of Tartan,,,,none,,http://www.house-of-tartan.scotland.net/house/TartanViewjs.asp?colr=Def&tnam=1762
175,Highland Greenford (Personal),highland-greenford-personal,DP/12 VLY4 T50 OG/100,OG#698B22 OLIVE GREEN; VLY#FFFFAA VERY LIGHT YELLOW; T#855E42 BROWN; OG#698B22 OLIVE GREEN; DP#AA00FF DARK PURPLE;,yes,220,60,Name,2,Scottish Register of Tartans; Scottish Tartans Authority,1/2,no,no,Scottish Register of Tartans,"Greenford, Miles",08/10/2011,,weaver_note,"Yes. For those who can demonstrate their descent from the first Highland Greenfords. Weavers must be based in Caithness, Sutherland, Orkney or Shetland Isles.",https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=10498
176,"Hitchens, William Henry",hitchens-william-henry,R/8 K4 R4 K4 R4 K4 DR16 K12 DR4 G4 NB18 G4 K42 WW/8,WW#F8F8F8 WILSON WHITE; K#101010 BLACK; R#DC0000 RED; DR#880000 DARK RED; G#006818 GREEN; NB#000028 BLUE;,yes,256,60,Name,2,Scottish Register of Tartans; Scottish Tartans Authority,1/2,no,no,Scottish Register of Tartans,"Genet, Eric D",09/07/2010,,weaver_note,Yes. This tartan is designed for use by the descendants of William Henry Hitchens and any who may wish to honour him and/or his family or the Hitchens name in general.,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=10251
177,Hoben (Personal),hoben-personal,K/6 W2 R40 B8 R8 G20 R8 B8 R40 K2 W/6,G#006818 GREEN; B#2C2C80 BLUE; R#C80000 RED; W#FFFFFF WHITE; K#101010 BLACK;,yes,284,60,Name,2,Scottish Register of Tartans; Scottish Tartans Authority,2/2,no,no,Scottish Register of Tartans,"Smith Jnr, Dr Philip D",01/01/1960,,weaver_note,Yes. Intended as a personal tartan for JC Hoben.,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=1741
178,Hogan,hogan,AA/6 LY2 WW4 DR6 DBG10 LY2 WW4 DBG38 AA6 LY2 WW4 DR6 DBG/98,WW#E0E0E0 WHITE; LY#F4BC3C AM MUSTARD; DR#8C0020 R RED; DBG#004830 K GREEN; AA#5488AC PEWTER;,yes,272,60,Name,2,Scottish Register of Tartans; Scottish Tartans Authority,2/2,no,no,Scottish Register of Tartans,Declan Hogan,23/04/2009,,weaver_note,Yes. Prepared for weaving by House of Tartan.,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=10071
179,Hogeboom (Toronto) (Personal),hogeboom-toronto-personal,B/8 G6 B18 DB28 Y16 DB4 R70 LR4 R/6,R#C82828 RED; LR#C49CD8 MAGENTA; DB#0000FF NAVY; Y#F4B22A YELLOW; B#417F86 BLUE; G#5C6428 GREEN;,yes,306,60,Name,2,Scottish Register of Tartans; Scottish Tartans Authority,1/2,no,no,Scottish Register of Tartans,"Martin, Carol A L",12/05/2012,,weaver_note,Yes. For use of the immediate family only.Only to be woven by D C Dalgliesh Tartan Mill.,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=10634
180,Hogg Dress,hogg-dress,LB/34 R3 LB8 DB4 LB8 K24 LG34 K2 W/6,W#FFFFFF WHITE; K#101010 BLACK; LG#006818 LIGHT GREEN; LB#2888C4 LIGHT BLUE; DB#003C64 DARK BLUE; R#C80000 RED;,yes,206,60,Name,2,Scottish Register of Tartans; Scottish Tartans Authority,1/2,no,no,Scottish Register of Tartans,Robert Hogg,04/04/2008,,weaver_note,Yes. This tartan is for Hogg family members.Permission to weave must be granted by the designer of the tartan (or his direct descendants).,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=10079
181,"Howard, Vincent (Personal)",howard-vincent-personal,R/130 G32 R8 DP8 R8 W/10,G#004C00 GREEN; R#C80000 RED; W#E0E0E0 WHITE; DP#440044 DARK PURPLE;,yes,252,60,Name,2,Scottish Register of Tartans; Scottish Tartans Authority,2/2,no,no,Scottish Register of Tartans,Trivett & Howard,26/05/2014,,weaver_note,"Yes. Please contact Vincent Howard, Knowehead Farmhouse, Strichen, Fraserburgh,Aberdeenshire, AB43 6SA to wear/use this tartan. Developed for weaving by House of Tartan Ltd, Scotland",https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=11067
182,"Hunter of Hunterston Clan Tartan Tartan Number: 719. Earliest known date: 1985 Authorized by Clan Society 1985. Chiefship of the Clan Hunter passed to the Cochrane-Patrick family who have changed their name to Hunter of Hunterston. Hunterston House belongs to British Nuclear Fuels. See products available Copyright © Blair Urquhart, Comrie, 2015",hunter-of-hunterston-clan-tartan-tartan-number-719-earliest-known-date-1985-authorized-by-clan-society-1985-chiefship-of-the-clan-hunter-passed-to-the-cochrane-patrick-family-who-have-changed-their-name-to-hunter-of-hunterston-hunterston-house-belongs-to-british-nuclear-fuels-see-products-available-copyright-blair-urquhart-comrie-2015,G/10 B4 G24 B24 R4 B24 W4 G24 R4 G8 Y/6,B#2C2C80 BLUE; G#006818 GREEN; R#C80000 RED; W#E0E0E0 WHITE; Y#E8C000 YELLOW;,yes,256,60,Scottish Tartans Society,2,House of Tartan; Weddslist,2/2,yes,yes,House of Tartan,,,,none,,http://www.house-of-tartan.scotland.net/house/TartanViewjs.asp?colr=Def&tnam=719
183,Hutchens (Kansas) (Personal),hutchens-kansas-personal,DB/20 K24 DG6 K2 DG2 K2 DG60 DY8 W/8,DB#000080 DARK BLUE; K#101010 BLACK; DG#006400 DARK GREEN; W#FFFFFF WHITE; DY#B8860B DARK YELLOW;,yes,236,60,Name,2,Scottish Register of Tartans; Scottish Tartans Authority,1/2,no,no,Scottish Register of Tartans,"Hutchens, Jack",15/12/2009,,weaver_note,Yes. Designed for weaving by Scotweb (www.scotweb.co.uk)This tartan design was created and registered on www.scotweb.co.uk. The design details can be found at www.scotweb.co.uk/tartandesign/details/14416,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=10148
