name,slug,threadcount,palette,colors_hex,symmetric,thread_total,verification,confirmed_by
Waterford,waterford,KK/6 DR48 BB8 KK6 DR4 KK40 LT6 DG/60,KK#000000 DR#880000 BB#00008C LT#A0783C DG#004C00,#000000|#880000|#00008C|#A0783C|#004C00,yes,290,B_one_independent_archive,tartans-authority
"Waterford, County",waterford-county,DG/84 MY4 OG32 DB14 DT32 R/10,AW#E8CCB8 DB#202060 DT#441800 DG#003820 OG#5C6428 R#C80000 MY#D09800,#003820|#D09800|#5C6428|#202060|#441800|#C80000|#E8CCB8,yes,258,C_dual_register_scrape,
Waterloo,waterloo,AA/6 DG12 K12 AA8 R2 AA/2,AA#789484 K#101010 DG#003820 R#C80000,#789484|#003820|#101010|#C80000,yes,76,C_dual_register_scrape,
Watertown Library Assoc.,watertown-library-assoc,AA8 K4 AA62 K16 AA4 K54 AA4 K8 AA4 K54 AA4 K16 AA62 K4,AA#789484 LG#289C18 K#101010 G#006818,#789484|#101010|#289C18|#006818,no,304,C_dual_register_scrape,
Watret,watret,B42 P42 Y4 O4 FG4 R42 O42 Y42 B4 R4 P4 FG42,B#2C4084 P#5A008C Y#E8C000 O#FA4B00 F#C09458 R#DC0000 FG#86C67C,#2C4084|#5A008C|#E8C000|#FA4B00|#86C67C|#DC0000|#C09458,no,276,C_dual_register_scrape,
Watson,watson,B48 K4 B4 R4 B4 K40 G32 Y4 G4 Y6 G4 Y4 G32 K40 B4 R4 B4 K4,Y#E8C000 G#006818 K#101010 DB#202060 DG#003820 R#C80000 YT#D8B000 B#2C2C80 BL#1474B4,#2C2C80|#101010|#C80000|#006818|#E8C000|#202060|#003820|#D8B000|#1474B4,no,246,C_dual_register_scrape,
Watt,watt,K96 B8 K12 P3 K3 P3 K3 G20 R8 K3 R4 W4 R4 K3 R8 G20 K3 P3 K3 P3 K12 B8,K#101010 DG#003820 DP#440044 DR#880000 LN#C0C0C0 RB#1C0070 B#2C2C80 BL#1474B4 R#C80000 P#780078 G#006818 W#E0E0E0,#101010|#2C2C80|#780078|#006818|#C80000|#E0E0E0|#003820|#440044|#880000|#C0C0C0|#1C0070|#1474B4,no,234,C_dual_register_scrape,
Watt (Dunfermline) (Personal),watt-dunfermline-personal,B/18 K4 W8 B8 Y4 K20 G24 K6 G24 K16 R22 K4 Y/8,B#2C2C80 W#FCFCFC G#006818 R#C80000 K#101010 Y#BC8C00,#2C2C80|#101010|#FCFCFC|#BC8C00|#006818|#C80000,yes,306,B_one_independent_archive,tartans-authority
Wattenhofer (2016),wattenhofer-2016,T/120 B16 O32 B8 LO16 T8 R4 B12 W/2,T#441800 B#1870A4 O#B03000 LO#DC943C R#C80000 W#E0E0E0,#441800|#1870A4|#B03000|#DC943C|#C80000|#E0E0E0,yes,314,C_dual_register_scrape,
Waverley Care Aids Trust,waverley-care-aids-trust,DR80 G20 DR20 K10 DR10 G20 DR10 K10 DR20 G20,K#101010 DG#003820 DR#880000 G#006818,#880000|#006818|#101010|#003820,no,220,C_dual_register_scrape,
Waverley Check,waverley-check,DT88 AW8 K12 AW4 K4 AW4 K4 AW28 FG20 K4 FG8 AW4 FG8 K4 FG20 AW28 K4 AW4 K4 AW4 K12 AW8,AW#F8F4D0 K#101010 DT#886000 OG#5C6428 FG#A07C58,#886000|#F8F4D0|#101010|#A07C58|#5C6428,no,284,C_dual_register_scrape,
Wcwm 1045,wcwm-1045,DR/4 DG24 KK6 DG4 WWB16 DG/4,DR#880000 DG#004C00 KK#000000 WWB#346488,#880000|#004C00|#000000|#346488,yes,108,C_dual_register_scrape,
Wcwm 1062,wcwm-1062,G/6 R40 G32 K44 MY12 K6 G/4,K#101010 G#006818 MY#D09800 R#C80000,#006818|#C80000|#101010|#D09800,yes,278,C_dual_register_scrape,
Wcwm 1105,wcwm-1105,WW/4 BB8 KK4 BB8 DG20 KK4 WW4 KK4 BDY4 KK16 DR3 BB/84,WW#C8C8C8 BB#00008C KK#000000 DG#004C00 BDY#C89800 DR#880000,#C8C8C8|#00008C|#000000|#004C00|#C89800|#880000,yes,238,C_dual_register_scrape,
Wcwm 1106-2,wcwm-1106-2,KK/8 DG6 AP36 KK36 WW/4,KK#000000 DG#004C00 AP#4C1864 WW#C8C8C8,#000000|#004C00|#4C1864|#C8C8C8,yes,168,C_dual_register_scrape,
Wcwm 1131,wcwm-1131,LT40 XT4 LT4 XT4 LT4 XT4 LT4 XT4 LT4 XT4 WW4 LT4 WW4 LT4 WW4 LT4 WW4 LT4 WW4 LT4 WW4 XT4 WW4 XT4 WW4 XT4 WW4 XT4 WW4 XT4 WW40,LT#A0783C XT#3C2010 WW#C8C8C8,#A0783C|#3C2010|#C8C8C8,no,196,C_dual_register_scrape,
Wcwm 1138,wcwm-1138,RB/28 K4 G6 K4 G6 K4 RB24 DR8 RB20 DR6 RB20 DR8 LN56 DR/8,K#101010 DR#880000 G#006818 LN#C0C0C0 RB#1C0070,#1C0070|#101010|#006818|#880000|#C0C0C0,yes,368,C_dual_register_scrape,
Wcwm 1155,wcwm-1155,E/28 DT8 E8 DT8 E8 DT24 R56 DT8 R8 DT/8,DT#441800 E#4C3428 R#C80000,#4C3428|#441800|#C80000,yes,292,C_dual_register_scrape,
Wcwm 1163,wcwm-1163,NN104 KK20 XT32 NN2 WW4 NN2 XT32 KK20,NN#646464 KK#000000 XT#3C2010 WW#C8C8C8,#646464|#000000|#3C2010|#C8C8C8,no,216,C_dual_register_scrape,
Wcwm 1166-2,wcwm-1166-2,MP/88 XT8 WW6 XT8 MP6 XT/88,MP#C09898 XT#3C2010 WW#C8C8C8,#C09898|#3C2010|#C8C8C8,yes,232,C_dual_register_scrape,
Wcwm 1243,wcwm-1243,LN/4 DN24 R8 DN24 RB4 DN24 R24 MY4 R24 G24 RB4 G/12,DN#5C5C5C G#006818 LN#C0C0C0 MY#D09800 R#C80000 RB#1C0070,#C0C0C0|#5C5C5C|#C80000|#1C0070|#D09800|#006818,yes,344,C_dual_register_scrape,
Wcwm 1255,wcwm-1255,G/12 DR4 K56 G56 MY/4,K#101010 DR#880000 G#006818 MY#D09800,#006818|#880000|#101010|#D09800,yes,248,C_dual_register_scrape,
Wcwm 1255-1,wcwm-1255-1,DB/16 RB4 DG56 DB56 DR/4,DB#000064 RB#0000E0 DG#004C00 DR#880000,#000064|#0000E0|#004C00|#880000,yes,252,C_dual_register_scrape,
Wcwm 1286-9,wcwm-1286-9,DR/84 RB6 DR12 MY4 DR4 LN4 DR4 G28 R16 DR4 R6 LN/4,DR#880000 G#006818 LN#C0C0C0 MY#D09800 R#C80000 RB#1C0070,#880000|#1C0070|#D09800|#C0C0C0|#006818|#C80000,yes,264,C_dual_register_scrape,
Wcwm 1290,wcwm-1290,DG/56 LN4 DG6 MY8 DG6 LN4 DG6 K28 AL4 DB56 LN/6,AL#48A4C0 K#101010 DB#202060 DG#003820 LN#C0C0C0 MY#D09800,#003820|#C0C0C0|#D09800|#101010|#48A4C0|#202060,yes,306,C_dual_register_scrape,
Wcwm 1310,wcwm-1310,DT/20 DR6 DT20 G28 K24 RB24 DT28 DR/8,K#101010 DT#441800 DR#880000 G#006818 RB#1C0070,#441800|#880000|#006818|#101010|#1C0070,yes,288,C_dual_register_scrape,
Wcwm 1399,wcwm-1399,TK/16 K6 TK20 MY4 AW4 MY4 AW4 MY32 AW6 K/88,AW#E8CCB8 K#101010 TK#8C7038 MY#D09800,#8C7038|#101010|#D09800|#E8CCB8,yes,264,C_dual_register_scrape,
Wcwm 1438,wcwm-1438,DR/200 BB12 KK28 BDY4 KK6 WW6 KK8 DG28 DR12 KK6 DR6 WW4 DR6 KK6 DR12 DG/28,DR#880000 BB#00008C KK#000000 BDY#C89800 WW#C8C8C8 DG#004C00,#880000|#00008C|#000000|#C89800|#C8C8C8|#004C00,yes,516,C_dual_register_scrape,
Wcwm 1445,wcwm-1445,RB/12 K4 DR4 DN96 DR4 DN16 MY12 RB4 K16 DR4 DN32 DR4 K/4,K#101010 DN#5C5C5C DR#880000 MY#D09800 RB#1C0070,#1C0070|#101010|#880000|#5C5C5C|#D09800,yes,408,C_dual_register_scrape,
Wcwm 1475-2,wcwm-1475-2,DR/4 RB68 K4 LN4 K4 DN60 RB6 DN12 DR/4,K#101010 DN#5C5C5C DR#880000 LN#C0C0C0 RB#1C0070,#880000|#1C0070|#101010|#C0C0C0|#5C5C5C,yes,324,C_dual_register_scrape,
Wcwm 1527,wcwm-1527,K/4 DR4 K28 DN6 K4 DN6 K4 DN52 DR52 K/4,K#101010 DN#5C5C5C DR#880000,#101010|#880000|#5C5C5C,yes,320,C_dual_register_scrape,
Wcwm 1527-2,wcwm-1527-2,DB/4 AP4 DB28 DG6 DB4 DG6 DB4 DG52 AP52 DB/4,DB#000064 AP#4C1864 DG#004C00,#000064|#4C1864|#004C00,yes,320,C_dual_register_scrape,
Wcwm 1528,wcwm-1528,BDY/6 JT16 DG4 JT4 DG4 JT4 DG16 DR4 DG4 DR4 DG4 DR16 AZF6 BB6 AZF40 DR4 JT4 DR4 DG/6,BDY#C89800 JT#783C10 DG#004C00 DR#880000 AZF#78788C BB#00008C,#C89800|#783C10|#004C00|#880000|#78788C|#00008C,yes,300,C_dual_register_scrape,
Wcwm 1530,wcwm-1530,DG/72 RB6 DG6 RB6 DG12 WWB68 DR8 WWB/8,DG#004C00 RB#0000E0 WWB#306084 DR#880000,#004C00|#0000E0|#306084|#880000,yes,292,C_dual_register_scrape,
Wcwm 1538,wcwm-1538,LT/4 RB16 DG8 KK96 RB4 KK16 RB8 KK24 DG24 LT8 DG40 LT8 DG24 KK24 RB8 KK16 RB4 DG96 RB8 KK8 LT/12,LT#A0783C RB#0000E0 DG#004C00 KK#000000,#A0783C|#0000E0|#004C00|#000000,yes,896,C_dual_register_scrape,
Wcwm 1543,wcwm-1543,NN/6 CR6 LT6 DR6 RB24 NN4 CR4 LT4 DR4 LT4 CR4 NN24 DR4 NN/96,NN#646464 CR#F0F0B0 LT#A0783C DR#880000 RB#0000E0,#646464|#F0F0B0|#A0783C|#880000|#0000E0,yes,290,C_dual_register_scrape,
Wcwm 1571,wcwm-1571,BB/128 DR6 KK6 WW4 BB6 DR56 DG52 BB6 DR6 KK6 BDY4 BB6 DG/32,BB#00008C DR#880000 KK#000000 WW#C8C8C8 DG#004C00 BDY#C89800,#00008C|#880000|#000000|#C8C8C8|#004C00|#C89800,yes,476,C_dual_register_scrape,
Wcwm 1572-1,wcwm-1572-1,RB/16 AW24 DR8 E24 FSB8 RB16 FSB8 E24 MY4 E8 DR8 AW8 DR8 E8 MY4 E24 FSB/8,AW#E8CCB8 DR#880000 E#4C3428 FSB#2474E8 MY#D09800 RB#1C0070,#1C0070|#E8CCB8|#880000|#4C3428|#2474E8|#D09800,yes,392,C_dual_register_scrape,
Wcwm 1572-2,wcwm-1572-2,XT/16 DG24 DR8 KK24 WW8 XT16 WW8 KK24 BDY4 KK8 DR8 DG8 DR8 KK8 BDY4 KK24 WW/8,XT#3C2010 DG#004C00 DR#880000 KK#000000 WW#C8C8C8 BDY#C89800,#3C2010|#004C00|#880000|#000000|#C8C8C8|#C89800,yes,392,C_dual_register_scrape,
Wcwm 1586,wcwm-1586,LB/6 CR16 LT4 CR4 LT4 CR4 LT16 KK4 LT4 KK4 LT4 KK16 CR4 LB44 CR4 LB4 LT4 LB/6,LB#3474FC CR#F0F0B0 LT#A0783C KK#000000,#3474FC|#F0F0B0|#A0783C|#000000,yes,292,C_dual_register_scrape,
Wcwm 1586-2,wcwm-1586-2,BB/6 LT16 TT4 LT4 TT4 LT4 TT16 BB4 TT4 BB4 TT4 BB16 LT4 BB44 LT4 BB4 TT4 BB/6,BB#00008C LT#A0783C TT#8C6428,#00008C|#A0783C|#8C6428,yes,292,C_dual_register_scrape,
Wcwm 1591,wcwm-1591,DR/12 WW4 DR12 KK4 DR12 DG28 BDY4 KK24 BB20 KK4 BB/4,DR#880000 WW#C8C8C8 KK#000000 DG#004C00 BDY#C89800 BB#00008C,#880000|#C8C8C8|#000000|#004C00|#C89800|#00008C,yes,240,C_dual_register_scrape,
Wcwm 1651,wcwm-1651,DR/40 K4 DR12 OG28 K28 OG20 MY/12,DR#880000 K#000000 OG#6C6C00 MY#C89800,#880000|#000000|#6C6C00|#C89800,yes,236,C_dual_register_scrape,
Wcwm 1669-3,wcwm-1669-3,WW/4 NN32 KK4 NN16 KK16 WW4 KK8 DR4 KK2 KK/184,WW#C8C8C8 NN#646464 KK#000000 DR#880000,#C8C8C8|#646464|#000000|#880000,yes,360,C_dual_register_scrape,
Wcwm 1684,wcwm-1684,DR/96 KK20 BN24 KK4 DR6 KK4 BN24 KK20 DR4 BDY/6,DR#880000 KK#000000 BN#14283C NN#646464 BDY#C89800,#880000|#000000|#14283C|#C89800|#646464,yes,314,C_dual_register_scrape,
Wcwm 1684-2,wcwm-1684-2,PP/96 KK20 ET24 KK4 PP6 KK4 ET24 KK20 PP4 JT/6,PP#6000DC KK#000000 ET#64340C WW#C8C8C8 JT#783C10,#6000DC|#000000|#64340C|#783C10|#C8C8C8,yes,314,C_dual_register_scrape,
Wcwm 1712,wcwm-1712,DR/16 CR4 DR44 KK16 DG12 KK12 DG12 KK12 DG16 BGG6 DG6 BGG/6,DR#880000 CR#F0F0B0 KK#000000 DG#004C00 BGG#8CDC74,#880000|#F0F0B0|#000000|#004C00|#8CDC74,yes,302,C_dual_register_scrape,
Wcwm 1713,wcwm-1713,BDY/6 TT52 KK24 TT6 KK32 TT8 KK32 TT6 KK24 TT52 DR/6,BDY#C89800 TT#8C6428 KK#000000 DR#880000,#C89800|#8C6428|#000000|#880000,yes,484,C_dual_register_scrape,
Wcwm 1716,wcwm-1716,WW/6 CH60 DG20 GG52 BDY6 GG/12,WW#C8C8C8 CH#1C1C1C DG#004C00 GG#007C00 BDY#C89800,#C8C8C8|#1C1C1C|#004C00|#007C00|#C89800,yes,294,C_dual_register_scrape,
Wcwm 1717,wcwm-1717,DN/80 WW4 YT32 WW4 DR64 DC16 WW4 DN72 WW4 DN80 DC32 DN32 SB32 DR32 SB32 DR/4,DN#3C3C3C WW#C8C8C8 YT#9C8000 DR#880000 DC#780028 SB#6080E0,#3C3C3C|#C8C8C8|#9C8000|#880000|#780028|#6080E0,yes,964,C_dual_register_scrape,
Wcwm 1873-4,wcwm-1873-4,LN/24 XT4 LN8 XT8 LN4 XT16 XM56 KK16 RB4 KK12 BDY/4,LN#8C8C8C XT#3C2010 XM#640064 KK#000000 RB#0000E0 BDY#C89800,#8C8C8C|#3C2010|#640064|#000000|#0000E0|#C89800,yes,284,C_dual_register_scrape,
Wcwm 1873-5,wcwm-1873-5,DR/4 DG56 KK16 DGG32 DR4 DGG12 DR4 DP32 KK/4,DR#880000 DG#004C00 KK#000000 DGG#484800 DP#180064,#880000|#004C00|#000000|#484800|#180064,yes,320,C_dual_register_scrape,
Wcwm 1893-11,wcwm-1893-11,CR/4 PP52 CH16 LT28 CR4 LT12 CR4 WZ28 CH/4,CR#F0F0B0 PP#6000DC CH#1C1C1C LT#A0783C WZ#FC9494,#F0F0B0|#6000DC|#1C1C1C|#A0783C|#FC9494,yes,296,C_dual_register_scrape,
Wcwm 1893-2,wcwm-1893-2,LB/4 DGG12 XM4 DGG16 DB40 KK16 NN4 KK8 NN8 KK4 NN/24,LB#3474FC DGG#484800 XM#640064 DB#000064 KK#000000 NN#646464,#3474FC|#484800|#640064|#000064|#000000|#646464,yes,252,C_dual_register_scrape,
Wcwm 4907-1,wcwm-4907-1,DW/32 DWR16 MY4 DWR16 MY32 DB32 DWR/160,DB#202060 DWR#800028 MY#D09800 DW#B8B8B8,#B8B8B8|#800028|#D09800|#202060,yes,392,C_dual_register_scrape,
Wcwm 4907-2,wcwm-4907-2,SW/32 DP16 BDY4 DP16 BDY32 KK32 DP/160,SW#B0B0B0 DP#180064 BDY#C89800 KK#000000,#B0B0B0|#180064|#C89800|#000000,yes,392,C_dual_register_scrape,
Wcwm 759-2,wcwm-759-2,DR/8 LN48 DR8 KK44 DR68 WW/10,DR#880000 LN#8C8C8C KK#000000 WW#C8C8C8,#880000|#8C8C8C|#000000|#C8C8C8,yes,354,C_dual_register_scrape,
Wcwm 759-3,wcwm-759-3,LN/8 DR48 LN8 KK48 LN68 WW/10,LN#8C8C8C DR#880000 KK#000000 WW#C8C8C8,#8C8C8C|#880000|#000000|#C8C8C8,yes,362,C_dual_register_scrape,
Wcwm 849-2,wcwm-849-2,DN/84 R6 DN12 TK4 DN4 LN4 DN4 RB20 FSB12 K4 FSB8 LN/4,K#101010 DN#5C5C5C FSB#2474E8 TK#8C7038 LN#C0C0C0 R#C80000 RB#1C0070,#5C5C5C|#C80000|#8C7038|#C0C0C0|#1C0070|#2474E8|#101010,yes,244,C_dual_register_scrape,
Wcwm 849-3,wcwm-849-3,NN/84 QQ6 NN12 AM4 NN4 MP4 NN4 XT20 LT12 KK4 LT8 MP/4,NN#0C0C04 QQ#00C8C8 AM#9C589C MP#C09898 XT#3C2010 LT#A0783C KK#000000,#0C0C04|#00C8C8|#9C589C|#C09898|#3C2010|#A0783C|#000000,yes,244,C_dual_register_scrape,
Wcwm 9275 5471-1,wcwm-9275-5471-1,BDY/8 KK2 DC76 DG56 KK4 DC/8,BDY#C89800 KK#000000 DC#780028 DG#004C00,#C89800|#000000|#780028|#004C00,yes,292,C_dual_register_scrape,
Wcwm 9275 5471-2,wcwm-9275-5471-2,BDY/8 KK2 KK76 DG56 KK4 DC/8,BDY#C89800 KK#000000 DC#780028 DG#004C00,#C89800|#000000|#004C00|#780028,yes,292,C_dual_register_scrape,
Wcwm 9275-1258,wcwm-9275-1258,LN/4 TK4 K4 TK12 E32 K4 LN4 K4 MY4 K16 G8 TK/32,K#101010 E#4C3428 G#006818 TK#8C7038 LN#C0C0C0 MY#D09800,#C0C0C0|#8C7038|#101010|#4C3428|#D09800|#006818,yes,220,C_dual_register_scrape,
Wcwm 9275-1333-1,wcwm-9275-1333-1,K/40 DP6 K40 DP/40,K#101010 DP#440044,#101010|#440044,yes,172,C_dual_register_scrape,
Wcwm 9275-1333-2,wcwm-9275-1333-2,K/40 DR6 K40 DR/40,K#101010 DR#880000,#101010|#880000,yes,172,C_dual_register_scrape,
Wcwm 9275-1394,wcwm-9275-1394,K/152 MY8 DN/152,K#101010 DN#5C5C5C MY#D09800,#101010|#D09800|#5C5C5C,yes,320,C_dual_register_scrape,
Wcwm 9275-1395,wcwm-9275-1395,RB/6 DP3 RB56 K24 G6 CLR6 G/6,K#101010 CLR#E87878 DP#440044 G#006818 RB#1C0070,#1C0070|#440044|#101010|#006818|#E87878,yes,202,C_dual_register_scrape,
Wcwm 9275-1405,wcwm-9275-1405,LN/96 AP6 KK16 LP4 KK4 LN4 KK4 NN20 LN12 KK4 LN6 WW/4,LN#8C8C8C AP#4C1864 KK#000000 LP#683C8C NN#646464 WW#C8C8C8,#8C8C8C|#4C1864|#000000|#683C8C|#646464|#C8C8C8,yes,260,C_dual_register_scrape,
Wcwm 9275-1410,wcwm-9275-1410,G/6 T64 G8 LN6 G36 PH36 MY/6,T#604000 G#006818 PH#6C0070 LN#C0C0C0 MY#D09800,#006818|#604000|#C0C0C0|#6C0070|#D09800,yes,312,C_dual_register_scrape,
Wcwm 9275-1415,wcwm-9275-1415,LN/6 K4 DBG24 K4 TK16 K28 DBG4 K4 DBG4 K4 TK4 LN8 K4 TK/140,K#101010 DBG#005448 TK#8C7038 LN#C0C0C0,#C0C0C0|#101010|#005448|#8C7038,yes,362,C_dual_register_scrape,
Wcwm 9275-1422-1,wcwm-9275-1422-1,MY/4 DP40 DR4 RB4 DR4 RB4 DR4 RB4 DR4 DP28 CLR4 DP6 CLR4 DP6 HS4 DP6 K/4,K#101010 CLR#E87878 DP#440044 DR#880000 HS#048888 MY#D09800 RB#1C0070,#D09800|#440044|#880000|#1C0070|#E87878|#048888|#101010,yes,260,C_dual_register_scrape,
Wcwm 9275-1422-2,wcwm-9275-1422-2,DW/4 DR40 OT4 K4 OT4 K4 OT4 K4 OT4 DR28 RB4 DR6 RB4 DR6 SB4 DR6 K/4,K#101010 DR#880000 DW#B8B8B8 OT#603800 RB#1C0070 SB#A8ACE8,#B8B8B8|#880000|#603800|#101010|#1C0070|#A8ACE8,yes,260,C_dual_register_scrape,
Wcwm 9275-1422-3,wcwm-9275-1422-3,DW/4 DR40 DP4 G4 DP4 G4 DP4 G4 DP4 DR28 RB4 DR6 RB4 DR6 MY4 DR6 K/4,K#101010 DP#440044 DR#880000 G#006818 MY#D09800 DW#B8B8B8 RB#1C0070,#B8B8B8|#880000|#440044|#006818|#1C0070|#D09800|#101010,yes,260,C_dual_register_scrape,
Wcwm 9275-1446,wcwm-9275-1446,RB/224 DR4 G16 DR4 G12 DR4 RB40 G4 DR40 RB8 DR12 LN/8,DR#880000 G#006818 LN#C0C0C0 RB#1C0070,#1C0070|#880000|#006818|#C0C0C0,yes,520,C_dual_register_scrape,
Wcwm 9275-1510-1,wcwm-9275-1510-1,RB/120 MY4 RB20 K18 LN4 K4 DR4 K4 G56 MY/6,K#101010 DR#880000 G#006818 LN#C0C0C0 MY#D09800 RB#1C0070,#1C0070|#D09800|#101010|#C0C0C0|#880000|#006818,yes,354,C_dual_register_scrape,
Wcwm 9275-1510-5,wcwm-9275-1510-5,PH/120 MY4 PH20 K18 LN4 K4 FSB4 K4 AA56 MY/6,AA#789484 K#101010 FSB#2474E8 PH#6C0070 LN#C0C0C0 MY#D09800,#6C0070|#D09800|#101010|#C0C0C0|#2474E8|#789484,yes,354,C_dual_register_scrape,
Wcwm 9275-1563,wcwm-9275-1563,BB/248 KK8 DR10 KK8 DR40 KK8 DR10 KK8 DG24 KK8 BB44 KK8 DG24 KK8 DR10 KK8 DR40 KK8 DR10 KK8 BB/248,BB#00008C KK#000000 DR#880000 DG#004C00,#00008C|#000000|#880000|#004C00,yes,1080,C_dual_register_scrape,
Wcwm 9275-1572-1,wcwm-9275-1572-1,G/224 PH4 K8 PH4 G12 MY2 G4 DR4 LN4 DR4 G4 MY2 G12 PH4 K8 PH4 G12 DR4 LN12 K/8,K#101010 DR#880000 G#006818 PH#6C0070 LN#C0C0C0 MY#D09800,#006818|#6C0070|#101010|#D09800|#880000|#C0C0C0,yes,448,C_dual_register_scrape,
Wcwm 9275-1572-2,wcwm-9275-1572-2,K/224 LN4 DT8 LN4 K12 MY2 K4 DR4 G4 DR4 K4 MY2 K12 LN4 DT8 LN4 K12 DR4 G12 DT/8,K#101010 DT#441800 DR#880000 G#006818 LN#C0C0C0 MY#D09800,#101010|#C0C0C0|#441800|#D09800|#880000|#006818,yes,448,C_dual_register_scrape,
Wcwm 9275-1626,wcwm-9275-1626,TK/8 CLR8 DT4 CLR64 FSB2 DT24 CLR4 TK32 CLR8 DT/4,CLR#E87878 DT#441800 FSB#2474E8 TK#8C7038,#8C7038|#E87878|#441800|#2474E8,yes,304,C_dual_register_scrape,
Wcwm 9285 4906-1,wcwm-9285-4906-1,DW/4 DR48 K16 DW6 K8 DW20 K8 DW8 K8 DW8 K/24,K#101010 DR#880000 DW#B8B8B8,#B8B8B8|#880000|#101010,yes,288,C_dual_register_scrape,
Wcwm 9285 4906-2,wcwm-9285-4906-2,SW/4 DC48 BZ16 SW6 BZ8 SW20 BZ8 SW8 BZ8 SW8 BZ/24,SW#B0B0B0 DC#780028 BZ#000050,#B0B0B0|#780028|#000050,yes,288,C_dual_register_scrape,
Wcwm 969-2,wcwm-969-2,GO/8 MY48 GO8 T12 GO16 T24 MY4 GO88 MY4 T4 GO4 AW/48,AW#E8CCB8 T#604000 GO#BC8C00 MY#D09800,#BC8C00|#D09800|#604000|#E8CCB8,yes,480,C_dual_register_scrape,
Wcwm 972-1,wcwm-972-1,LN/28 K4 DT4 N8 G72 LN8 K4 MY8 K4 LN24 K4 DT4 LN/4,K#101010 DT#441800 G#006818 N#888888 LN#C0C0C0 MY#D09800,#C0C0C0|#101010|#441800|#888888|#006818|#D09800,yes,320,C_dual_register_scrape,
Weaving for Life,weaving-for-life,CLR/48 DN4 CLR12 R6 CLR12 W12 CLR12 W/12,LR#E09CA0 R#9E3552 W#F4F8D0 DN#5C5C5C CLR#EC9D9D,#EC9D9D|#5C5C5C|#9E3552|#F4F8D0|#E09CA0,yes,176,B_one_independent_archive,tartans-authority
Webster,webster,G/64 ZR6 E24 FSB6 YT6 FSB6 K48 K48 LN4 K/8,FSB#3474FC G#007800 ZR#B00000 YT#DCBC00 K#000000 LN#C8C8C8 SB#788CB4 E#503C28,#007800|#B00000|#503C28|#3474FC|#DCBC00|#000000|#C8C8C8|#788CB4,yes,368,B_one_independent_archive,tartans-authority
Wedding Dress:1766,wedding-dress-1766,K/16 LN8 K8 LN4 AL24 BR24 DG24 LN4 DG108 LN4 NB16 AL16 DT12 LN4 DT12 AL16 NB16 LN4 BR144 NB12 AL8 LN4 AL8 NB/12,K#101010 LN#C0C0C0 AL#48A4C0 BR#B03000 DG#003820 DT#441800 NB#003C64,#101010|#C0C0C0|#48A4C0|#B03000|#003820|#003C64|#441800,yes,988,C_dual_register_scrape,
Weir,weir,G36 K2 LB6 K2 G6 K16 RB36 K2 MY2 K10 MY2 K2 RB36 K16 G4 K2 LB4 K2 G4 K16 RB36 K2 MY2 K10 MY2 K2 RB36 K16 G6 K2 LB6 K2,G#004C00 K#000000 LB#3C8CFC RB#00008C MY#C89800,#004C00|#000000|#3C8CFC|#00008C|#C89800,no,328,C_dual_register_scrape,
Weir Minerals,weir-minerals,RB/160 W2 O16 W/6,RB#1C0070 W#E0E0E0 O#D87C00,#1C0070|#E0E0E0|#D87C00,yes,202,B_one_independent_archive,tartans-authority
Weisfeld,weisfeld,K12 B6 AG56 W2 DB56 B4 W6 B4 DB56 W2 AG56 B6,DB#202060 W#E0E0E0 AG#00643C B#2C2C80 K#101010,#101010|#2C2C80|#00643C|#E0E0E0|#202060,no,266,C_dual_register_scrape,
Wellington,wellington,B/2 R2 B12 K12 G12 W/2,B#2C4084 R#DC0000 K#101010 G#005020 W#E0E0E0 N#808080,#2C4084|#DC0000|#101010|#005020|#E0E0E0|#808080,yes,80,B_one_independent_archive,weddslist
Wellington (Lochcarron),wellington-lochcarron,K/18 LB12 A44 WG56 DY/4,A#0C585C K#101010 DY#E8C000 LB#9CA8B0 WG#408060,#101010|#9CA8B0|#0C585C|#408060|#E8C000,yes,246,C_dual_register_scrape,
Wellington (Wilson 122),wellington-wilson-122,DY2 WG28 DP22 LB6 K4 LB6 DP22 WG28,K#101010 DG#003820 DP#440044 DY#E8C000 LB#2888C4 P#780078 WG#408060 G#006818,#E8C000|#408060|#440044|#2888C4|#101010|#003820|#780078|#006818,no,118,C_dual_register_scrape,
Wellington (Wilson),wellington-wilson,A6 HG16 K18 B14 R4 B4 R4 B14 K18 HG16,A#5C8CA8 K#101010 B#2C2C80 HG#285800 R#C80000 LSB#98C8E8,#5C8CA8|#285800|#101010|#2C2C80|#C80000|#98C8E8,no,114,C_dual_register_scrape,
Wellington (Wilson) #2,wellington-wilson-2,A6 G24 K28 A22 R6 A6 R6 A22 K28 G24,A#5C8CA8 K#101010 G#006818 R#C80000,#5C8CA8|#006818|#101010|#C80000,no,172,C_dual_register_scrape,
Wellington No 229,wellington-no-229,K/8 A6 P22 G28 W/4,K#101010 A#3C82AF P#5A008C G#005020 W#E0E0E0,#101010|#3C82AF|#5A008C|#005020|#E0E0E0,yes,124,B_one_independent_archive,weddslist
Wellington or Waterloo,wellington-or-waterloo,A/6 G24 K28 A22 R6 A/6,A#3C82AF G#005020 K#101010 R#DC0000,#3C82AF|#005020|#101010|#DC0000,yes,172,B_one_independent_archive,weddslist
