name,slug,threadcount,palette,symmetric,thread_total,sources_verifying,verified_by,colour_agreement,primary_source,dissenting_sources,origin_url,stwr_ref,sta_ref,designer,tartan_date,register_category,restrictions,seo_search_volume
Kagame (Personal),kagame-personal,W/6 DB48 K12 LG14 K6 LG6 YY14 K6 LSB28 YY/10,W#E0E0E0 WHITE; K#101010 BLACK; B#2C2C80 BLUE; XB#38409C OXFORD; LB#2888C4 LIGHT BLUE; LSB#98C8E8 LIGHT SKY; LG#289C18 LIGHT GREEN; DB#1C1C50 DARK BLUE;,yes,284,2,Scottish Register of Tartans; Scottish Tartans Authority,1/2,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=1926,,7077,Urquhart/Huntert,01/01/2006,Name,,
Kalamazoo Caledonians,kalamazoo-caledonians,CR/8 LN24 CR4 LN4 RB20 CR4 RB4 CR4 RB4 CR/12,CR#C04094 CERISE; LN#C0C0C0 LIGHT GRAY; RB#1C0070 ROYAL BLUE;,yes,156,2,Scottish Register of Tartans; Scottish Tartans Authority,2/2,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=1927,,5323,"Meek, Kati R.",01/01/1996,Corporate,,
Kang (Personal),kang-personal,XB/88 K6 XB6 K6 XB6 K28 Y8 K6 W4 K4 W/4,K#000000 BLACK; Y#E8DC14 YELLOW; W#E0E0E0 WHITE; XB#38409C OXFORD;,yes,240,2,Scottish Register of Tartans; Scottish Tartans Authority,2/2,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=5497,,7425,,,Name,,
Kansai Highland Games,kansai-highland-games,P8 K4 P64 LG68 WW8,WW#FCFCFC WILSON WHITE; LG#289C18 LIGHT GREEN; K#101010 BLACK; LP#B468AC MAUVE; P#780078 PURPLE;,no,152,2,Scottish Register of Tartans; Scottish Tartans Authority,2/2,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=1928,2708,3988,"Ramsay, Maud Robertson",01/08/1999,Corporate,,
Karibu,karibu,G/48 W4 R4 W16 R4 W4 R32 Y8 R/4,R#B3003C RED; Y#FFCC00 GOLD; W#FFFFFF WHITE; G#3C773C GREEN;,yes,196,2,Scottish Register of Tartans; Scottish Tartans Authority,1/2,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=10674,,,"McGill, David",26/03/2012,Corporate,Yes. With the permission of Karibu Scotland.With the written permission of the designer.,
Keeling,keeling,K/26 N12 K10 R86 Y12 LG14 Y/34,K#000000 BLACK; N#848484 GREY; R#CD0000 RED; Y#FFFF00 YELLOW; LG#008000 LIGHT GREEN;,yes,328,2,Scottish Register of Tartans; Scottish Tartans Authority,1/2,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=10061,,,"Jackson, Giles",10/06/2009,Fashion,"Yes. Anyone who identifies with the environmental movement is welcome to wear or display the Keeling tartan.Liberation Kilt Co. holds exclusive rights to the Keeling tartan and all derivatives thereof, which may only be reproduced (woven, printed etc) under license. For more information contact Giles Jackson at giles@liberationkilt.co.Digital images of the Keeling tartan are protected by an Attribution-NonCommercial-NoDerivs (CC BY-NC-ND) license, which means you may download and share them with others as long as you credit Liberation Kilt Co.; however you cannot change them in any way or use them commercially. More info at creativecommons.org. UK Intellectual Property Office Registration No.: 4011422 Date of registration: 10th June 2009",
Keeling Dress,keeling-dress,K/26 N12 K10 LG86 Y12 W14 Y/34,K#000000 BLACK; N#848484 GREY; Y#FFFF00 YELLOW; LG#008000 LIGHT GREEN; W#FFFFFF WHITE;,yes,328,2,Scottish Register of Tartans; Scottish Tartans Authority,1/2,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=10593,,,"Jackson, Giles",02/05/2011,Fashion,"Yes. Anyone who identifies with the environmental movement is welcome to wear or display the Keeling Dress tartan.Liberation Kilt Co. holds exclusive rights to the Keeling Dress tartan and all derivatives thereof, which may only be reproduced (woven, printed etc) under license. For more information contact Giles Jackson at giles@liberationkilt.co.Digital images of the Keeling Dress tartan are protected by an Attribution-NonCommercial-NoDerivs (CC BY-NC-ND) license, which means you may download and share them with others as long as you credit Liberation Kilt Co.; however you cannot change them in any way or use them commercially. More info at creativecommons.org.Intellectual Property Office, UK Reg No.: 4022617 Date of Reg: 5th December 2011",
Keepers of the Quaich,keepers-of-the-quaich,T/4 B4 T4 B48 T66 MY/6,DT#441800 DARK BROWN; K#101010 BLACK; MY#D09800 M YELLOW; RB#1C0070 ROYAL BLUE; B#2C2C80 BLUE; T#604000 BROWN;,yes,254,2,Scottish Register of Tartans; Scottish Tartans Authority,2/2,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=1934,1731,1731,"Lindley, Harry for Kinloch Anderson Ltd",01/06/1988,Corporate,Yes. A corporate tartan controlled by the United Distillers Group.Design registered with the UK Patent Office until August 2008.,
Kelley Oliphint,kelley-oliphint,LP/6 K62 N54 W4 K/6,K#101010 BLACK; W#FFFFFF WHITE; N#555555 DARK GREY; LP#871F78 LAVENDER;,yes,252,2,Scottish Register of Tartans; Scottish Tartans Authority,1/2,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=10184,,,"Henderson, Robert",27/01/2010,Name,,
Kellogg College University of Oxford,kellogg-college-university-of-oxford,R42 B122 Y16 W42,R#FF0000 RED; B#00008C BLUE; Y#D87C00 GOLD; W#FFFFFF WHITE;,no,222,2,Scottish Register of Tartans; Scottish Tartans Authority,1/2,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=10912,,,"Collins, Dr Robert",24/09/2013,Corporate,"Yes. Intended to be worn only by fellows, students and alumni of Kellogg College and those invited to do so by the President of the College.Intended to be reproduced and used only with the written agreement of the President of Kellogg College.",
Kells Irish Pubs,kells-irish-pubs,B/16 G6 B8 G8 B16 K48 G4 K6 G4 K6 N4 K/34,K#101010 BLACK; N#909090 GREY; G#47884E GREEN; B#5389C9 EARL OF ST ANDREWS BLUE;,yes,270,2,Scottish Register of Tartans; Scottish Tartans Authority,1/2,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=10106,,,Kilt and Thistle Scottish Shops,01/01/2008,Corporate,"Yes. Distribution of this tartan to Kells Pipe Band, Kells employees, or customers will be controlled by Kells Irish Pubs, Gerard McLeese, or his authorized representative.Manufacture of this tartan to be authorized by Gerard McLeese of Kells or his authorized representative only.",
Kelly Dress,kelly-dress,WW/6 AA6 WG6 AA12 T24 WG6 WW6 WG6 LR4 WG18 T8 AA/136,LR#E08070 ROSE; T#604000 BROWN; G#006818 GREEN; WW#F8F8F8 WILSON WHITE; AA#789484 ANC AZURE; B#2C2C80 BLUE; WG#346C50 WTHRD GREEN;,yes,334,2,Scottish Register of Tartans; Scottish Tartans Authority,2/2,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=1937,,6394,,01/01/2004,Clan; Family,,
Kelly of Sleat Hunting,kelly-of-sleat-hunting,DBG/8 K8 DBG56 N8 DBG8 K20 DBG8 N8 DBG8 N16 W3 DR/6,K#101010 BLACK; DBG#005448 DARK BLUE GREEN; DR#880000 DARK RED; N#888888 GREY; W#E0E0E0 WHITE;,yes,300,2,Scottish Register of Tartans; Scottish Tartans Authority,2/2,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=5143,,3871,"'Smith Jnr, Dr Philip D",,Clan; Family,,
"Kelsey, William (Personal)",kelsey-william-personal,G/24 R4 G4 R10 G32 B6 N4 K4 N6 B12 K40 Y/6,B#2C4084 BLUE; N#A0A0A0 GREY; K#000000 BLACK; G#289C18 GREEN; R#DC0000 RED; Y#C89800 YELLOW;,yes,274,2,Scottish Register of Tartans; Scottish Tartans Authority,1/2,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=11198,,,"Whitson, Fiona",03/11/2014,Name,"Yes. Intended for the exclusive use of William Kelsey, his family and descendants.",
Kendle (2013),kendle-2013,K/8 Y8 B12 LB8 DB116 R/10,B#5F749C BLUE; K#1C1714 BLACK; LB#B0B0B0 LIGHT BLUE; Y#F8E38C YELLOW; R#C82828 RED; DB#2C2C80 DARK BLUE;,yes,306,2,Scottish Register of Tartans; Scottish Tartans Authority,1/2,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=10932,,,Gerard Kendle,03/07/2010,Name,,
Kenmore,kenmore,SW/12 BDY4 BDY80 DG32 XT12 DG4 XT8 DG4 XT22 BDY/44,SW#B0B0B0 SOFT WHITE; BDY#C89800 DARKER YELLOW; BDY#C89800 DARKER YELLOW; DG#004C00 DARK GRN; XT#3C2010 BROWN; BDY#C89800 DARKER YELLOW;,yes,388,2,Scottish Register of Tartans; Scottish Tartans Authority,1/2,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=1940,,5327,"Dalgety, Jack",01/01/2002,Fashion,,
Kenmore Hunting,kenmore-hunting,DR/4 G38 G4 G4 G38 G4 MY/4,DR#880000 DARK RED; G#006818 GREEN; MY#D09800 M YELLOW;,yes,184,2,Scottish Register of Tartans; Scottish Tartans Authority,1/2,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=1941,2234,2234,House of Edgar - Macnaughton Holdings Ltd.,01/01/1997,Fashion,,
Kennedy,kennedy,K/4 G4 Y2 G6 C2 G4 C2 G24 B8 K6 B6 K6 B6 K6 B8 G48 S/4,K#101010 BLACK; G#005020 MOD GREEN; Y#E8C000 YELLOW; C#960028 RED; B#2C4084 BLUE; S#C80028 SCARLET;,yes,284,2,Scottish Register of Tartans; House of Tartan,2/2,Scottish Register of Tartans,Weddslist; Scottish Tartans Authority,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=1942,1123,,,,Clan; Family,Yes.,
Kennewell (Personal),kennewell-personal,DB/25 LB15 AUG6 AUY3 R2 DB10 LB5 NZS5 K2 LB15 DB25 AUY5 AUG2 LB25 DB15 K6 NZS/3,DB#1B2153 DARK BLUE; LB#5A78BE LIGHT BLUE; AUG#183034 AUSTRALIAN GREEN; AUY#C16F03 AUSTRALIAN GOLD; NZS#A6A5A3 NEW ZEALAND SILVER; R#920000 RED; K#1D1223 BLACK;,yes,310,2,Scottish Register of Tartans; Scottish Tartans Authority,1/2,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=10039,,,"Kennewell, Bruce",02/11/2008,Name,Yes. This is a personal tartan for the Kennewell family.,
Kenspeckle,kenspeckle,W/2 K4 DR40 R2 G/100,DB#202060 DARK BLUE; DR#880000 DARK RED; G#006818 GREEN; K#101010 BLACK; W#E0E0E0 WHITE; T#604000 BROWN; R#C80000 RED; LG#289C18 LIGHT GREEN;,yes,194,2,Scottish Register of Tartans; Scottish Tartans Authority,2/2,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=1949,,6969,Wilton/Whitson,01/07/2006,Corporate,,
Keppoch,keppoch,WW/8 G50 B16 G4 K10 G4 K/10,WW#F8F8F8 WILSON WHITE; G#006818 GREEN; B#2C2C80 BLUE; K#101010 BLACK;,yes,186,2,Scottish Register of Tartans; Scottish Tartans Authority,2/2,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=1951,,7122,,01/01/1882,District,,
Kernbrownek (Personal),kernbrownek-personal,LB/4 K4 LB20 Y16 K24 W4 K24 Y16 LB4 K4 LB4 K4 LB/28,W#E0E0E0 WHITE; K#101010 BLACK; Y#E0D844 YELLOW; LB#2888C4 ANCIENT BLUE;,yes,280,2,Scottish Register of Tartans; Scottish Tartans Authority,2/2,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=5662,,7649,"Davey, Roy",24/06/2008,Name,Yes. This tartan is for the use of the designer and his family.UK IPO no.4011448 on the 11 June 2009,
Kernow Spirit,kernow-spirit,Y/4 K2 W6 Y90 K16 W8 K/28,Y#E8C000 YELLOW; K#101010 BLACK; W#E0E0E0 WHITE;,yes,276,2,Scottish Register of Tartans; Scottish Tartans Authority,2/2,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=5639,,7619,,,Corporate,,
"Kerry, County",kerry-county,MY/4 NB6 OG6 NB8 T32 NB6 OG6 NB8 T6 NB6 OG32 NB8 T6 NB6 MY/4,T#604000 BROWN; MY#D09800 M YELLOW; NB#003C64 NAVY BLUE; OG#5C6428 OLIVE GREEN;,yes,280,2,Scottish Register of Tartans; Scottish Tartans Authority,2/2,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=1956,2263,2263,House of Edgar - Macnaughton Holdings Ltd.,01/01/1996,District,,
Kervegant (Personal),kervegant-personal,DN/120 DB24 A2 DB4 W2 DB24 DN10 K2 DN4 R/4,A#5C8CA8 AZURE; K#101010 BLACK; R#C80000 RED; W#E0E0E0 WHITE; N#888888 GRAY; B#2C2C80 BLUE; DB#1C1C50 DARK BLUE; LN#A0A0A0 LIGHT GRAY; DN#5C5C5C DARK GREY;,yes,268,2,Scottish Register of Tartans; Scottish Tartans Authority,2/2,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=5682,,7680,,,Name,Yes. For the use of the Kervegant-Tanguy family only.,
"Kettles, Ryan & Alan (Personal)",kettles-ryan-alan-personal,P/2 Y4 K2 G24 K24 P32 K2 G4 K2 P32 K24 G4 K4 G4 K4 G/26,K#101010 BLACK; G#005020 GREEN; P#440044 PURPLE; Y#C88C00 YELLOW;,yes,360,2,Scottish Register of Tartans; Scottish Tartans Authority,1/2,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=11061,,,"Urquhart, Blair, House of Tartan Ltd, Scotland",24/04/2014,Name,"Yes. Intended for the exclusive use of Ryan Kettles and the Kettles family.Developed for weaving by House of Tartan Ltd, Scotland.",
Kidd,kidd,R/8 K6 W6 R24 LB14 K4 LB4 K4 LB14 K22 Y4 G32 R24 LB6 R/28,G#006818 GREEN; Y#E8C000 YELLOW; LB#2888C4 LIGHT BLUE; W#E0E0E0 WHITE; K#101010 BLACK; R#C80000 RED;,yes,364,2,Scottish Register of Tartans; Scottish Tartans Authority,2/2,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=1957,1409,1409,Wilsons of Bannockburn,01/01/1790,Clan; Family,,
Kiernan,kiernan,W/4 G8 K12 R4 K4 R4 K6 R4 G40 W/2,K#101010 BLACK; G#287438 GREEN; R#C80000 RED; W#E0E0E0 WHITE;,yes,170,2,Scottish Register of Tartans; Scottish Tartans Authority,2/2,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=1958,1800,1800,,01/01/1978,Clan; Family,,
Kilbranan Sound (Personal),kilbranan-sound-personal,BB/16 SCR22 BB56 SCR8 K34 LP2 K14 SCR/4,SCR#A00028 SCARLET; K#000000 BLACK; NB#082C54 NAVY BLUE; LVP#9C70B8 VIOLET; LP#8C6088 HEATHER; AB#405C88 AZURE; BB#005480 O BLUE;,yes,292,2,Scottish Register of Tartans; Scottish Tartans Authority,2/2,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=5672,,7669,,,Name,,
Kilburnie (Fashion),kilburnie-fashion,B/24 K4 B4 K4 R6 K4 A12 K4 W4 K4 A12 K4 Y4 K4 B12 K4 R/4,A#5C8CA8; R#C80000; B#2C2C80; W#E0E0E0; Y#E8C000; K#101010;,yes,200,2,Scottish Tartans Authority; Weddslist,2/2,Scottish Tartans Authority,Scottish Register of Tartans,http://www.tartansauthority.com/tartan-ferret/display/284/,,,,,,,
Kildrummie,kildrummie,NB/16 Y8 W4 RB50 T50 B4 R/10,NB#000080 NAVY BLUE; Y#FFFF00 YELLOW; W#FFFFFF WHITE; RB#0000FF REGAL BLUE; T#8B4513 BROWN; R#FF0000 RED; B#0000CD BLUE;,yes,258,2,Scottish Register of Tartans; Scottish Tartans Authority,1/2,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=10048,,,Nicolson Highlandwear Ltd,04/06/2009,Name,,
Kile (No red line) (Personal),kile-no-red-line-personal,B/40 CW6 B6 CW6 B6 CW6 K10 DY/20,K#101010; B#2C2C80; CW#FCFCFC; DY#E8C000;,yes,140,2,Scottish Tartans Authority; Weddslist,2/2,Scottish Tartans Authority,Scottish Register of Tartans,http://www.tartansauthority.com/tartan-ferret/display/1320/,1320,1320,,01/01/1983,Name,,
Kilgour (Clan),kilgour-clan,B24 K12 R56 K12 G56 K12 B24 Y4,Y#E8C000; K#101010; R#C80000; B#2C2C80; G#006818;,no,200,2,Scottish Tartans Authority; Weddslist,1/2,Scottish Tartans Authority,Scottish Register of Tartans,http://www.tartansauthority.com/tartan-ferret/display/1979/,,,,,,,
Kilmaine Saints,kilmaine-saints,K/108 N22 G26 Y2 B26 W/2,K#101010 BLACK; N#666666 MORNING GREY; G#008B00 ROSS GREEN; Y#FFE700 GOLD; B#0000CD BALMORAL BLUE; W#FFFFFF PEROXIDE WHITE;,yes,262,2,Scottish Register of Tartans; Scottish Tartans Authority,1/2,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=10423,,,Jon Heller,01/02/2011,Corporate,,
Kilmorie,kilmorie,W/4 B24 R4 K12 W4 K6 Y4 K6 G20 R60 K/6,Y#E8C000 YELLOW; R#C80000 RED; G#006818 GREEN; K#101010 BLACK; W#E0E0E0 WHITE; B#2C2C80 BLUE;,yes,290,2,Scottish Register of Tartans; Scottish Tartans Authority,2/2,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=1976,,7123,,01/01/1882,District,,
Kimon Andreou Family (Personal),kimon-andreou-family-personal,K/8 R2 B80 W/80,B#5F749C BALMORAL BLUE; W#F9F5EF PEROXIDE WHITE; K#1C1714 BLACK; R#CA2625 BRIGHT SCARLET;,yes,252,2,Scottish Register of Tartans; Scottish Tartans Authority,1/2,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=10539,,,"Andreou, Kimon Alexander",11/11/2011,Name,"Yes. This tartan is to be worn/used by all documented descendants of the registrant's father Evangelos Andreou (born 1929 Athens, Greece) son of Kimon Andreou (born c1885 Cairo, Egypt). Authorization to wear/use must be explicitly given by the head of the family or his authorised representative.",
Kinding,kinding,K/20 B60 G6 B6 G6 B6 R/12,R#C82536 RED; B#0000CD BLUE; G#00AF33 GREEN; K#101010 BLACK;,yes,200,2,Scottish Register of Tartans; Scottish Tartans Authority,1/2,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=10091,,,Kinding Family,03/06/2001,Clan; Family,"Yes. This tartan is for the exclusive use of the Kinding family, their direct descendants and their spouses.This tartan may be woven only by express permission of the head of the Kinding family or by the Board of a Kinding Family Society recognised by him/her.",
King (Austria) (Personal),king-austria-personal,G/2 R70 G4 K4 Y4 G32 B28 R4 W/4,G#006818 GREEN; R#C80000 RED; K#101010 BLACK; Y#E8C000 YELLOW; B#2C2C80 BLUE; W#E0E0E0 WHITE;,yes,298,2,Scottish Register of Tartans; Scottish Tartans Authority,2/2,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=1980,,6939,"King, Andrew",01/05/2006,Name,,
King George VI,king-george-vi,R/6 G48 K8 Y4 K6 B4 K12 R8 K4 R6 W/4,R#DC0000 RED; G#005020 MOD GREEN; K#101010 BLACK; Y#E8C000 YELLOW; B#2C4084 BLUE; W#E0E0E0 WHITE;,yes,210,2,Scottish Register of Tartans; Weddslist,2/2,Scottish Register of Tartans,Scottish Tartans Authority,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=1984,1484,,,,Clan; Family,Yes.,
Kingsbarns Golf Links,kingsbarns-golf-links,K/8 DR3 SB4 G4 SB48 K48 G4 K4 DY3 SB/8,SB#0A394D BALMORAL BLUE; K#101010 BLACK; DR#880000 DARK RED; DY#E0A126 GOLD; G#00643C GREEN; LG#289C18 LIGHT GREEN;,yes,252,2,Scottish Register of Tartans; Weddslist,1/2,Scottish Register of Tartans,Scottish Tartans Authority,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=1986,2532,2532,Kinloch Anderson Ltd,01/04/1999,Corporate,Yes. A corporate tartan for Kingbarns Golf Links.,
Kinloch Anderson Heather,kinloch-anderson-heather,N/6 LG30 G4 LG8 G4 DG12 LG6 DG12 P28 LP4 P8 LP/8,N#6C6A6B GREY; LG#3F533A LIGHT GREEN; G#255D5C MID GREEN; DG#132F20 DARK GREEN; P#2B213C PURPLE; LP#49305A LIGHT PURPLE;,yes,246,2,Scottish Register of Tartans; Scottish Tartans Authority,1/2,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=10836,,,Kinloch Anderson Ltd,15/04/2013,Corporate,"Yes. Exclusively Kinloch Anderson Tartan. Restricted availability, please contact Kinloch Anderson regarding use. Only to be woven by supplier commissioned by Kinloch Anderson.",
Kinloch Anderson Rowanberry,kinloch-anderson-rowanberry,VDR/4 MR8 VDR8 MR8 VDR4 MR28 DR12 R6 DR12 VDR4 R8 R4 R30 Y/7,Y#D8B000 YELLOW; R#C8002C RED; MR#A00048 MID RED; DR#800028 DARK RED; VDR#4C0000 VERY DARK RED;,yes,275,2,Scottish Register of Tartans; Scottish Tartans Authority,1/2,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=10884,,,Kinloch Anderson,22/07/2013,Corporate,Yes. Available to the general public exclusively through Kinloch Anderson. Kinloch Anderson to select supplier to commission weave the tartan.All products using the fabric or the tartan design to be supplied by Kinloch Anderson.,
Kinloch Anderson Thistle,kinloch-anderson-thistle,B/8 DB8 B4 DB28 K12 P7 K12 DG4 P8 DG4 P28 LP/8,B#007FFF BLUE; DB#00008B DARK BLUE; K#101010 BLACK; P#551A8B PURPLE; DG#006400 DARK GREEN; LP#8A2BE2 LIGHT PURPLE;,yes,246,2,Scottish Register of Tartans; Scottish Tartans Authority,1/2,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=10146,,,Kinloch Anderson,04/01/2010,Corporate,Yes. Available to the general public exclusively through Kinloch AndersonKinloch Anderson to select supplier to commission weave the tartan.All products using the fabric or the tartan design to be supplied by Kinloch Anderson,
Kinnaird (Australia) (Name),kinnaird-australia-name,N/66 K8 N8 K10 N8 K14 B82 R/8,K#101010; R#C80000; B#2C2C80; N#888888;,yes,334,2,Scottish Tartans Authority; Weddslist,1/2,Scottish Tartans Authority,Scottish Register of Tartans,http://www.tartansauthority.com/tartan-ferret/display/2242/,,,,,,,
Kintail Dress,kintail-dress,LG/6 G64 LG72 FG24 K4 AW136 G6 K/4,AW#F8E8D8 ANC WHITE; K#101010 BLACK; FG#A07C58 FADED GREEN; G#006818 GREEN; LG#487044 LIGHT GREEN;,yes,622,2,Scottish Register of Tartans; Scottish Tartans Authority,2/2,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=1999,,5363,Jedburgh Woollen Mill,01/01/1984,Fashion,,
Kintyre,kintyre,OT/4 AW16 K4 AW36 LT8 AW4 K32 AW4 LT8 N24 DR/4,DN#5C5C5C DARK GREY; DR#880000 DARK RED; G#006818 GREEN; DW#B8B8B8 OFF WHITE; OT#603800 OLIVE BROWN; OG#5C6428 OLIVE GREEN; AW#F8FCDC ANC WHITE; WB#789484 WTHRED BLUE; N#888888 GRAY; K#101010 BLACK; LT#A08858 LIGHT BROWN;,yes,280,2,Scottish Register of Tartans; Scottish Tartans Authority,2/2,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=2001,,5365,Edinburgh Woollen Mill,01/01/2002,Fashion,,
Kipp (Personal),kipp-personal,RB/4 MY20 LN2 DO16 G14 ET20 LN/4,DO#B84C00 DARK ORANGE; ET#4C0000 EARTH; G#006818 GREEN; LN#C0C0C0 LIGHT GRAY; MY#D09800 M YELLOW; RB#1C0070 ROYAL BLUE;,yes,152,2,Scottish Register of Tartans; Scottish Tartans Authority,2/2,Scottish Register of Tartans,Weddslist,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=2002,2445,2445,"Brown, Annette Bair",01/11/1996,Name,,
